,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,城市,總樓層數_數字
983,土城區,房地(土地+建物),新北市土城區學府路二段２２巷７號十四樓,14.24,都市：其他:第一種住宅區,,,1100710,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810919,97.96,3,2,1,有,有,11500000,117395,,0.0,0,陽台外推；其他增建；,RPOQMLMLPHGGFAF77DA,71.5,7.96,0.0,有,,Newtaipei,15
1008,新莊區,房地(土地+建物)+車位,新北市新莊區新泰路４１７之１２號十樓,38.87,都市：其他:住宅區,,,1100803,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880503,270.27,5,2,3,有,有,24500000,96920,坡道平面,32.96,1500000,,RPQPMLNLQHGGFBF18DA,151.9,18.35,0.0,有,,Newtaipei,14
1025,新店區,房地(土地+建物)+車位,新北市新店區寶橋路８５巷７８號二十二樓,29.27,都市：其他:第四種住宅區,,,1100726,土地1建物1車位2,二十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021018,281.05,4,2,2,有,有,53000000,188579,坡道平面,53.72,0,,RPPNMLLKQHGGFCF67DA,129.39,28.68,0.0,有,269.0,Newtaipei,28
1027,汐止區,房地(土地+建物),新北市汐止區鄉長路一段３３號２３樓之３,5.15,都市：其他:第二種住宅區,,,1100515,土地1建物1車位0,二十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860111,70.15,2,2,1,有,有,6900000,98361,,0.0,0,,RPQRMLTJPHGGFDF88DA,57.27,8.66,0.0,有,,Newtaipei,28
1028,新店區,房地(土地+建物),新北市新店區碧潭路７７巷５號二樓之七,4.99,都市：其他:第四種住宅區,,,1100719,土地6建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880917,43.98,1,1,1,有,有,6000000,136426,,0.0,0,夾層；,RPXNMLOLQHGGFCF88DA,28.87,3.25,0.0,有,,Newtaipei,18
1029,新店區,房地(土地+建物)+車位,新北市新店區寶橋路８５巷５８號二十四樓,29.27,都市：其他:第四種住宅區,,,1100526,土地1建物1車位2,二十四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021018,281.05,3,2,2,有,有,50500000,202789,坡道平面,53.72,4400000,,RPOOMLOLQHGGFCF08DA,129.39,28.68,0.0,有,270.0,Newtaipei,28
1030,新店區,房地(土地+建物)+車位,新北市新店區達觀路１４巷６號十三樓之六,49.22,,山坡地保育區,丙種建築用地,1100716,土地2建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,148.83,3,2,2,有,有,9000000,60472,坡道平面,32.49,0,其他增建；,RPPNMLPLQHGGFCF18DA,79.43,13.27,0.0,有,271.0,Newtaipei,17
1031,汐止區,房地(土地+建物)+車位,新北市汐止區保長路８８號十五樓,21.79,都市：其他:第二種住宅區,,,1100731,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990525,153.81,3,2,2,有,有,11600000,82093,坡道平面,29.56,1400000,,RPPNMLLMPHGGFDF87DA,74.9,12.83,0.0,有,,Newtaipei,15
1040,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路１０３號十一樓,11.6,都市：其他:第二種住宅區,,,1100713,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,107.87,2,2,1,有,有,12350000,114479,坡道平面,30.24,0,含土地增值稅或其他稅費；含仲介費；含地政士服務費；,RPTPMLPLQHGGFDF88DA,42.32,7.17,0.0,有,,Newtaipei,14
1045,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段３０６巷６０弄５７號六樓,27.21,都市：其他:第五種住宅區,,,1100801,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061002,190.44,3,2,2,有,有,11330000,59494,坡道平面,31.1,0,房屋款折讓63700元整.,RPUOMLNKQHGGFEF68DA,95.57,13.13,0.0,有,,Newtaipei,14
1054,淡水區,房地(土地+建物),新北市淡水區中山北路三段３１巷１００號九樓,21.23,都市：其他:第五之一種住宅區,,,1100222,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,118.71000000000001,3,2,2,有,有,8800000,74130,,0.0,0,,RPOPMLOLQHGGFEF38DA,70.74,12.24,0.0,有,285.0,Newtaipei,13
1057,淡水區,房地(土地+建物),新北市淡水區大忠街１１７號十四樓之１９,4.86,都市：其他:住宅區,,,1100731,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,36.41,1,0,1,有,有,2250000,61796,,0.0,0,,RPQPMLNLQHGGFEF48DA,19.72,7.27,0.0,有,,Newtaipei,18
1058,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段８８號四樓,39.26,都市：其他:第五之一種住宅區,,,1100807,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031126,280.78999999999996,4,2,2,有,有,14020000,49931,坡道平面,65.68,0,房屋款折讓40800元整.,RPSPMLRKQHGGFEF98DA,131.0,20.5,0.0,有,,Newtaipei,15
1059,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段５０７之６號四樓,21.74,都市：其他:第五種住宅區,,,1100805,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531,153.07,3,2,2,有,有,9250000,60430,坡道平面,29.84,0,,RPUQMLRKQHGGFEF66DA,73.77,12.35,0.0,有,,Newtaipei,15
1066,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段２０２巷６５弄４３號十三樓,15.78,都市：其他:第六種住宅區,,,1100801,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,132.7,2,2,2,有,有,8100000,61040,坡道機械,18.19,0,,RPVOMLPLQHGGFEF09DA,65.82,15.64,0.0,有,286.0,Newtaipei,15
1067,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路一段１２６號九樓,25.27,都市：其他:第五種住宅區,,,1100805,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,166.38,3,2,2,有,有,9420000,56617,坡道平面,32.26,0,,RPWOMLPLQHGGFEF56DA,78.81,12.5,0.0,有,287.0,Newtaipei,14
1072,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路１２號十五樓,15.19,都市：其他:商業區(二),,,1100801,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960827,141.59,2,2,1,有,有,10800000,76277,坡道平面,39.01,0,陽台外推；,RPQPMLQLQHGGFEF78DA,54.86,8.75,0.0,有,288.0,Newtaipei,17
1079,三重區,房地(土地+建物),新北市三重區重安街６７號二樓之四,9.08,都市：其他:住宅區,,,1100805,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851217,73.87,2,1,1,有,有,9000000,121836,,0.0,0,,RPVPMLTKQHGGFGF07DA,51.5,6.79,0.0,有,,Newtaipei,16
1087,中和區,房地(土地+建物),新北市中和區中興街２１８號九樓,11.53,都市：其他:住宅區,,,1100612,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971009,93.41,2,2,1,有,有,12560000,134461,,0.0,0,,RPWPMLNJQHGGFHF56DA,57.27,6.86,0.0,有,,Newtaipei,15
1089,永和區,房地(土地+建物),新北市永和區中和路４９９號十六樓之十五,3.67,都市：其他:商業區,,,1100726,土地2建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850626,42.39,2,2,1,有,有,8550000,201699,,0.0,0,陽台外推；夾層；其他增建；,RPXRMLQKQHGGFHF27DA,22.49,3.83,0.0,有,296.0,Newtaipei,16
1091,永和區,房地(土地+建物),新北市永和區環河西路二段２２９巷１號十六樓之二,7.94,都市：其他:住宅區,,,1100723,土地1建物1車位0,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880530,103.72,3,2,2,有,有,14200000,136907,,0.0,0,陽台外推；其他增建；,RPPQMLTJQHGGFHF56DA,67.09,11.31,0.0,有,,Newtaipei,23
1099,樹林區,房地(土地+建物)+車位,新北市樹林區博愛街１０１號七樓,12.94,都市：其他:商業區,,,1100729,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850709,142.75,3,1,2,有,有,8500000,59545,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLOLQHGGFIF78DA,89.54,9.0,0.0,有,,Newtaipei,13
1100,三峽區,房地(土地+建物)+車位,新北市三峽區國慶路１８６號十樓,22.7,都市：其他:住宅區,,,1100718,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951208,163.41,3,2,2,有,有,15600000,95465,坡道平面,38.32,0,陽台外推；,RPUOMLOLQHGGFIF66DA,80.97,12.35,0.0,有,299.0,Newtaipei,15
1101,樹林區,房地(土地+建物),新北市樹林區中華路１４６之６號二樓,14.67,都市：其他:第一種住宅區,,,1100711,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820120,115.14999999999999,3,2,2,有,有,11200000,97264,,0.0,0,陽台外推；,RPTNMLPLQHGGFIF56DA,78.97,10.44,0.0,有,,Newtaipei,15
1103,三峽區,房地(土地+建物)+車位,新北市三峽區民生街２７巷２４號十一樓,14.26,都市：其他:道路用地,,,1100724,土地2建物2車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850401,166.88,3,2,2,有,有,10550000,63219,坡道平面,0.0,0,,RPQNMLOLQHGGFIF78DA,124.99,11.4,0.0,有,300.0,Newtaipei,16
1105,三峽區,房地(土地+建物)+車位,新北市三峽區三樹路２０９號三樓,16.37,都市：其他:住宅區,,,1100731,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931201,135.79000000000002,3,2,2,有,有,11750000,86531,坡道平面,28.54,0,,RPQOMLNLQHGGFIF78DA,74.41,6.04,0.0,有,301.0,Newtaipei,15
1114,泰山區,房地(土地+建物)+車位,新北市泰山區仁義路１４３號十三樓,13.48,都市：其他:商業區,,,1100707,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950605,162.76999999999998,3,2,2,有,有,16000000,115316,坡道平面,39.63,1800000,其他增建；,RPRQMLPLQHGGFBF68EA,80.21,11.12,0.0,有,305.0,Newtaipei,13
1125,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段１４８巷５０弄５２號八樓,43.05,都市：其他:第二種住宅區,,,1100711,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,169.53,3,2,2,有,有,10700000,66267,坡道平面,26.17,1200000,,RPSNMLOLQHGGFEF68EA,81.58,16.91,0.0,有,310.0,Newtaipei,13
1127,八里區,房地(土地+建物)+車位,新北市八里區仁愛路２７號七樓,18.11,都市：其他:第三種住宅區。,,,1100802,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841009,119.87,1,1,1,有,有,5000000,41712,坡道平面,0.0,0,,RPXPMLPLQHGGFEF86EA,77.3,8.09,0.0,有,,Newtaipei,15
1129,八里區,房地(土地+建物)+車位,新北市八里區龍米路二段３８號二十樓,14.51,都市：其他:住宅區,,,1100803,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,180.62,3,2,2,有,有,13100000,78152,坡道平面,36.02,1800000,,RPUNMLQLQHGGFEF09EA,81.81,20.31,0.0,有,,Newtaipei,23
1132,永和區,房地(土地+建物)+車位,新北市永和區環河東路四段１６２號十九樓,11.33,都市：其他:住宅區,,,1100705,土地1建物1車位1,十九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,217.68,4,2,2,有,有,33680000,176838,坡道平面,41.36,2500000,陽台外推；,RPTOMLOLQHGGFHF56EA,117.12,16.0,0.0,有,,Newtaipei,28
1144,中和區,房地(土地+建物),新北市中和區景平路４３１巷９８號六樓,11.95,都市：其他:住宅區,,,1100711,土地1建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,88.07,3,2,1,有,有,13380000,151925,,0.0,0,其他增建；,RPPOMLQLQHGGFHF98EA,67.15,6.57,0.0,有,,Newtaipei,17
1149,中和區,房地(土地+建物),新北市中和區中正路２７１之４號二十四樓,8.84,都市：其他:住宅區,,,1100729,土地2建物1車位0,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,144.62,4,2,2,有,有,16000000,110635,,0.0,0,其他增建；,RPUOMLQLQHGGFHF86EA,119.14,9.58,0.0,有,320.0,Newtaipei,26
1151,永和區,房地(土地+建物)+車位,新北市永和區保生路２２巷１９弄７號二十樓,11.89,都市：其他:道路用地,,,1100803,土地2建物1車位1,二十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850322,161.67000000000002,3,2,2,有,有,21680000,134092,坡道平面,40.35,0,,RPOOMLRLQHGGFHF98EA,138.66,12.18,0.0,有,,Newtaipei,25
1155,蘆洲區,房地(土地+建物),新北市蘆洲區民族路３４３之８號七樓,19.34,都市：其他:住宅區,,,1100803,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970428,95.75,2,2,1,有,有,12280000,128251,,0.0,0,,RPSOMLQLQHGGFGF56EA,62.51,7.06,0.0,有,,Newtaipei,13
1164,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３６號七樓,15.35,都市：其他:第五種住宅區,,,1100807,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,133.01999999999998,3,2,2,有,有,7980000,59991,坡道平面,24.57,0,陽台外推；,RPQNMLRLQHGGFEF78EA,64.74,11.62,0.0,有,,Newtaipei,19
1165,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１２８號八樓,17.55,都市：其他:第五種住宅區,,,1100809,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,138.45,2,1,2,有,有,7800000,56338,坡道平面,0.0,0,,RPRNMLRLQHGGFEF88EA,53.39,7.92,0.0,有,325.0,Newtaipei,19
1168,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段１６９號十二樓,20.6,都市：其他:第三種住宅區。,,,1100729,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,129.01,2,2,1,有,有,9900000,76738,坡道平面,33.29,0,,RPUNMLRLQHGGFEF56EA,60.15,5.7,0.0,有,327.0,Newtaipei,14
1171,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路７１號九樓,9.16,都市：其他:住宅區(四),,,1100804,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910531,117.35999999999999,3,2,1,有,有,7650000,65184,坡道機械,0.0,0,,RPQRMLPLQHGGFEF98EA,67.97,8.51,0.0,有,,Newtaipei,22
1172,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段１０８號十二樓,24.5,都市：其他:第五種住宅區,,,1100703,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,182.48,4,2,2,有,有,11750000,64391,坡道平面,0.0,0,雨遮增建陽台外推；其他增建；,RPXOMLPLQHGGFEF76EA,93.48,12.76,0.0,有,329.0,Newtaipei,23
1173,新店區,房地(土地+建物)+車位,新北市新店區中央路１８５號二十七樓之２,30.53,都市：其他:捷運系統用地,,,1100329,土地3建物1車位1,二十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,182.43,3,2,2,有,有,30880000,169270,坡道平面,25.97,0,,RPSNMLRLQHGGFCF78EA,100.14,7.06,0.0,有,330.0,Newtaipei,28
1175,新店區,房地(土地+建物)+車位,新北市新店區寶興路４５巷２弄２８號八樓,32.24,都市：其他:第四種住宅區,,,1100723,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980922,217.17000000000002,4,2,2,有,有,28000000,128931,坡道平面,39.41,0,,RPRNMLQLQHGGFCF58EA,111.73,18.07,0.0,有,,Newtaipei,15
1179,新莊區,房地(土地+建物)+車位,新北市新莊區公園路１２９號六樓之十七,13.47,都市：其他:道路用地,,,1100713,土地2建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911127,158.73,3,2,2,有,有,15940000,127621,坡道平面,49.5,2000000,陽台外推；其他增建；,RPRQMLQLQHGGFBF78EA,70.96,10.28,0.0,有,333.0,Newtaipei,16
1182,新店區,房地(土地+建物),新北市新店區寶橋路７２號五樓,15.29,都市：其他:住宅區,,,1100724,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911021,90.72999999999999,2,2,1,有,有,18000000,198391,,0.0,0,陽台外推；其他增建；,RPVNMLOLQHGGFCF78EA,58.96,10.92,0.0,有,,Newtaipei,14
1192,樹林區,房地(土地+建物),新北市樹林區中山路二段１５６號十一樓之４,4.31,都市：其他:第一種住宅區,,,1100801,土地2建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,37.78,1,1,1,有,有,3900000,103229,,0.0,0,,RPTOMLPLQHGGFIF66DA,29.38,4.87,0.0,有,,Newtaipei,13
1195,樹林區,房地(土地+建物)+車位,新北市樹林區俊保路５８號,10.83,都市：其他:住宅區,,,1100715,土地2建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871204,108.25999999999999,3,2,2,有,有,9500000,87752,坡道平面,0.0,0,,RPPNMLQLQHGGFIF88DA,62.93,8.31,0.0,有,343.0,Newtaipei,14
1204,中和區,房地(土地+建物)+車位,新北市中和區中正路１３８號十五樓之二,9.86,都市：其他:住宅區,,,1100811,土地1建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870808,125.63,3,2,2,有,有,16100000,128154,坡道機械,18.71,0,陽台外推；,RPVRMLQLQHGGFHF17DA,69.78,13.72,0.0,有,,Newtaipei,21
1206,中和區,房地(土地+建物),新北市中和區員山路４４６之１號十三樓,3.75,都市：其他:住宅區,,,1100806,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840523,59.33,2,2,1,有,有,7030000,118490,,0.0,0,,RPORMLRLQHGGFHF56DA,41.44,7.69,0.0,有,,Newtaipei,13
1209,鶯歌區,房地(土地+建物),新北市鶯歌區成功街６巷２０號八樓,17.97,都市：其他:第一種住宅區,,,1100729,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,151.47,4,2,2,有,有,9250000,61068,,0.0,0,,RPVNMLKKQHGGFIF78DA,91.09,12.04,0.0,有,,Newtaipei,13
